,Unnamed: 0,Unnamed: 0.1,학번,학생소속대학명,학생교육부계열,성별,입학과정,학적,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,서류점수,면접점수,학부출신,대학원출신,인건비총액,월별인건비
63,63,298,AAEor9YgBTy/6mIBJL0AtojD,의과대학,의학,2,정원내신입학,졸업,의학과,흉부외과학전공,AAEGbSlGDGshjcGM7plmga+b,korean,박사과정,2019,1R,19751206,2020,1R,4.33,6,48,45.33,자교,자교,,0
64,64,301,AAEcMkon5sXbQQlo3E4Z/wNe,공과대학,공학,2,정원내신입학,졸업,건축사회환경공학과,사회인프라전공,AAG/k5m8JyuxBPC7I/vkq0VW,korean,박사과정,2018,1R,19830804,2020,1R,4.27,8,48,46.33,자교,자교,132135524,2752823
65,65,312,AAES1abnTXXlnTQEFQ4JLNaw,의과대학,의학,2,정원내신입학,졸업,의학과,영상의학전공,AAG4L46FFW18s08v7XnrLGD2,korean,박사과정,2019,1R,19860822,2020,1R,4.21,6,41,45,타교,자교,,0
66,66,328,AAExl7lhh2I3wT9S8aohPC4I,보건과학대학,공학,1,정원내신입학,졸업,바이오융합공학과,바이오융합공학전공,AAFwssCfN/7xYPC55pzhqS6B,korean,박사과정,2018,1R,19800302,2020,1R,4.29,8,46,46,자교,자교,74794500,1558219
67,67,364,AAHAl2pBU+rpeSpCOgpEj6X6,의과대학,의학,1,정원내신입학,졸업,의학과,정형외과학전공,AAG5DYBvgq9newWQCRHhk8dh,korean,박사과정,2019,2R,19800915,2020,1R,4.25,5,46.33,46,타교,타교,,0
68,68,365,AAExaIhu1khikegxZdbn8siq,의과대학,의학,1,정원내신입학,졸업,의학과,안과학전공,AAF3sIwQl6+7P/lFsinKrqdh,korean,박사과정,2019,1R,19870908,2020,1R,4.46,6,45.67,46,자교,자교,,0
69,69,368,AAHqwcbtNTI2eXwUNIV9x6JD,사범대학,인문·사회,2,외국인,졸업,영어교육학과,영어교육학전공,AAF5As9uuNVqCXHp4R2bpnca,foreigner,박사과정,2017,1R,19800301,2020,1R,4.42,10,88.25,,타교,,,0
70,70,371,AAGHBQFEUkkhAQkycgX4RNxl,정보대학,공학,1,정원내신입학,졸업,컴퓨터학과,소프트웨어전공,AAFZ2VmriX3rQcXRM74rVPDs,korean,박사과정,2018,1R,19850514,2020,1R,3.78,8,45,46,타교,타교,122953395,2561529
71,71,376,AAFi4HB+ChAHTAI82o/dQ3Xn,의과대학,자연과학,2,정원내신입학,졸업,보건학협동과정,역학및의료정보학전공,AAGZFLJq90l6zGle/ifOfMLQ,korean,박사과정,2019,1R,19690228,2020,1R,4.29,6,48.67,47,자교,자교,,0
72,72,385,AAGpfUt2/HVlPtAknEH5znI+,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAHnJRcAVSf9kl//z4pjLsEz,korean,박사과정,2018,2R,19841028,2020,1R,4,7,40.33,39,타교,자교,61500000,1464286
73,73,394,AAHqhCQwb5ciR8Zel4vd76bF,법과대학,인문·사회,1,정원내신입학,졸업,법학과,상법전공,AAEBtsIg9Kmz3U10GUFgfRI7,korean,박사과정,2018,1R,19780630,2020,1R,4.5,8,38.54,57.45,자교,자교,,0
74,74,401,AAFC4XMToooCXBcNE/RrBacz,법과대학,인문·사회,1,정원내신입학,졸업,법학과,행정법전공,AAEVpefSx2DfXfxPyN10hOfU,korean,박사과정,2017,2R,19840903,2020,1R,4.29,9,24.8,60,자교,타교,,0
75,75,408,AAFujC/TeMT4UbDXKySZ+bIH,정경대학,인문·사회,1,정원내신입학,졸업,경제학과,정치경제학전공,AAGBxgup8RvsvQwMBE9UjZPV,korean,박사과정,2017,2R,19781103,2020,1R,4,9,52,8,자교,자교,24200000,448148
76,76,475,AAGI1JmRARW1oBmlv+qNR2JK,보건과학대학,자연과학,1,정원내신입학,졸업,보건과학과,보건정책관리학전공,AAF0HAOHfLVjTC68rcnHa0CB,korean,박사과정,2019,1R,19870612,2020,1R,4.18,6,47.1,48.6,타교,자교,45427000,1261861
77,77,536,AAEoAm5VJNXaJqCk4TU8yDs/,공과대학,공학,1,정원내신입학,졸업,신소재공학과,신소재공학전공,AAHtjVpi/adGnjoH4gqGkXR+,korean,박사과정,2017,1R,19870424,2020,1R,4,10,57,40,자교,자교,,0
78,78,549,AAGAcsQm0bFREK6LxD5KWdcK,공과대학,공학,1,학연산협동과정,졸업,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,박사과정,2017,1R,19881014,2020,1R,4.04,10,57,36,타교,자교,,0
79,79,554,AAGxA7yQwzZXZwTCZQeb2s6+,문과대학,인문·사회,2,정원내신입학,졸업,사회학과,사회학전공,AAGCKfQYZ4lcPvwHYYP+4coR,korean,박사과정,2017,2R,19850810,2020,1R,4.46,9,46,46,자교,자교,27255606,504733
80,80,570,AAEoC+Ae/fgCQod8JPCX5TcM,사범대학,인문·사회,1,정원내신입학,졸업,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,korean,박사과정,2018,1R,19660207,2018,1R,4.42,5,41,47.67,타교,타교,,0
81,81,634,AAEJ9onk5wxkNd3PYzjBRvvh,보건과학대학,자연과학,1,정원내신입학,졸업,보건과학과,치의기공학전공,AAEy0Hc2OmGBaWLjj4QHno00,korean,박사과정,2017,1R,19880225,2017,1R,4.42,4,47,49.8,타교,자교,19738670,822445
82,82,853,AAHzHZID+t24JWbIMd737R73,공과대학,공학,1,정원내신입학,졸업,화공생명공학과,화공생명공학전공,AAGcoq+H8FFez0FhSoCIP7Pb,korean,박사과정,2017,1R,19820324,2017,1R,3.61,4,50,32.5,자교,자교,44900000,1870833
83,83,944,AAERIGMsastHJwqt4uhwv+Zn,의과대학,의학,1,정원내신입학,졸업,의학과,정형외과학전공,AAH4Bo3rarcWbkzZ+7fsLB5r,korean,박사과정,2017,1R,19721113,2018,1R,4.21,6,44,46.33,타교,자교,,0
84,84,948,AAGWuM9zrIVpPxEMtuHBaZPR,사범대학,예·체능,1,정원내신입학,졸업,체육학과,체육학전공,AAGkkssgS08bMcw6G1C3sai9,korean,박사과정,2017,1R,19811018,2018,1R,4.36,6,44,45.33,자교,자교,3920000,108889
85,85,971,AAGGaxjZ0xHtRV1ygYlIJDFm,의과대학,의학,1,정원내신입학,졸업,의학과,안과학전공,AAF/06D+x/fLxb9DFHlZZQcL,korean,박사과정,2017,1R,19821108,2018,1R,4.17,6,41.01,47.67,자교,자교,,0
86,86,972,AAFtHV+GzJ3nliO4mFFEHXEE,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAEU/lCqne3zt+6nbNlP/o9L,korean,박사과정,2017,1R,19840101,2018,1R,4.19,6,45,44.33,자교,자교,,0
87,87,985,AAEJdoWQT6PgFYla400mMZSP,보건과학대학,자연과학,1,정원내신입학,졸업,보건과학과,보건정책관리학전공,AAF0HAOHfLVjTC68rcnHa0CB,korean,박사과정,2017,1R,19890428,2018,1R,4.25,6,47.8,48.1,자교,자교,35220000,978333
88,88,1009,AAFjb4hzK9q1na8bHQOlV2fI,보건과학대학,자연과학,1,정원내신입학,졸업,보건과학과,치의기공학전공,AAEy0Hc2OmGBaWLjj4QHno00,korean,박사과정,2018,1R,19870220,2018,1R,4.38,4,45.1,49.6,타교,자교,26281950,1095081
89,89,1077,AAH4lOAmMgD8XSOho/sviz+b,심리학부,인문·사회,2,정원내신입학,졸업,심리학과,임상 및 상담심리학전공,AAHuy9NElO+q8TW82Fn/fma7,korean,박사과정,2017,1R,19740915,2018,1R,4.29,6,33,56.5,타교,타교,,0
90,90,1252,AAGR8rFo46bSNR7c9rX141mF,사범대학,인문·사회,1,외국인,졸업,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,foreigner,박사과정,2017,1R,19860320,2018,1R,4.25,6,88,,타교,타교,,0
91,91,1255,AAHQLPW4u71zk12+II6Gdoc9,법과대학,인문·사회,1,정원내신입학,졸업,법학과,상법전공,AAGy0qCzwwAtJbn7rcwu3s9c,korean,박사과정,2017,1R,19600110,2018,1R,4.46,6,39.9,56,타교,타교,,0
92,92,1344,AAFdxPXc5O9agjcKbvVlDsef,생명과학대학,자연과학,1,정원내신입학,졸업,환경생태공학과,생물재료공학전공,AAFhyf2PcEQcYtW+DNiIJ/KR,korean,박사과정,2020,1R,19880815,2020,1R,4.15,4,45.33,46.67,타교,자교,73746344,3072764
93,93,1372,AAFHO5lI58jtJgzechM4fFI9,공과대학,공학,1,정원내신입학,졸업,건축사회환경공학과,물과 환경전공,AAEHg8p6bzn6NXD+rJOua9mz,korean,박사과정,2017,2R,19750528,2018,1R,4,5,45.67,44.33,타교,자교,,0
94,94,1438,AAFfl9AacZ7o+byaEs2JTSou,생명과학대학,자연과학,1,정원내신입학,졸업,생명공학과,시스템식품생명공학전공,AAGI3mO4lvJLcU0bQdtgmrTe,korean,박사과정,2017,1R,19870514,2017,2R,4.3,5,48,47.6,자교,자교,52744948,1758165
95,95,1439,AAHNmjwypn1MzjVtGlCzQUkR,생명과학대학,자연과학,2,정원내신입학,졸업,생명공학과,시스템식품생명공학전공,AAHECUxqFpXUf9CGdHkhqPtY,korean,박사과정,2017,1R,19870603,2017,2R,4.24,5,47,46.6,타교,자교,,0
96,96,1455,AAGL5irvUrSLjEkElHh6wLtK,이과대학,자연과학,2,학연산협동과정,졸업,화학과,유기화학전공,AAG7AQtjWhtHdCRRfq9kiaKp,korean,박사과정,2017,2R,19880307,2020,1R,4.07,9,42,48,타교,타교,,0
97,98,1568,AAEBf6VLseXPXRsNP0GzbfSY,의과대학,의학,1,정원내신입학,졸업,의학과,이비인후과학전공,AAEBZWY6YFr9GibKA5/hfDeL,korean,박사과정,2017,1R,19681015,2017,2R,4.15,5,42.01,45.33,자교,타교,,0
98,100,1618,AAFmqmEJtNAqa67/nbhibytm,공과대학,공학,2,정원내신입학,졸업,산업경영공학과,산업경영공학전공,AAEO/gtHQWIcfBMM1FcwKmjM,korean,박사과정,2017,1R,19861223,2017,2R,4.16,5,46.67,46.67,자교,타교,22725249,757508
